Text,label
"Jusquici ses autres nominations ont été approuvées souvent à une majorité écrasante ['Jusquici', 'ses', 'autres', 'nominations', 'ont', 'été', 'approuvées', 'souvent', 'à', 'une', 'majorité', 'écrasante'] []",B2
"Et les démocrates ont commencé à faire avancer ses grands projets de loi à la Chambre des représentants où ils détiennent aussi la majorité ['Et', 'les', 'démocrates', 'ont', 'commencé', 'à', 'faire', 'avancer', 'ses', 'grands', 'projets', 'de', 'loi', 'à', 'la', 'Chambre', 'des', 'représentants', 'où', 'ils', 'détiennent', 'aussi', 'la', 'majorité'] []",B2
"Mais la chute de Neera Tanden annonce les autres batailles plus rudes à venir au Sénat ['Mais', 'la', 'chute', 'de', 'Neera', 'Tanden', 'annonce', 'les', 'autres', 'batailles', 'plus', 'rudes', 'à', 'venir', 'au', 'Sénat'] ['plus']",B2
"Prochain obstacle dès cette semaine le vote attendu à la chambre haute sur le vaste plan de relance de léconomie américaine frappée par la pandémie ['Prochain', 'obstacle', 'dès', 'cette', 'semaine', 'le', 'vote', 'attendu', 'à', 'la', 'chambre', 'haute', 'sur', 'le', 'vaste', 'plan', 'de', 'relance', 'de', 'léconomie', 'américaine', 'frappée', 'par', 'la', 'pandémie'] ['obstacle' 'plan']",B2
"Le chef de la majorité au Sénat Chuck Schumer a affirmé mardi compter sur suffisamment de voix 51 pour approuver ce projet de loi dici la fin de semaine ['Le', 'chef', 'de', 'la', 'majorité', 'au', 'Sénat', 'Chuck', 'Schumer', 'a', 'affirmé', 'mardi', 'compter', 'sur', 'suffisamment', 'de', 'voix', '51', 'pour', 'approuver', 'ce', 'projet', 'de', 'loi', 'dici', 'la', 'fin', 'de', 'semaine'] []",B2
"Mais cest uniquement parce que le texte ninclura pas de hausse du salaire minimum contrairement au projet initial quil a pu montrer une telle assurance ['Mais', 'cest', 'uniquement', 'parce', 'que', 'le', 'texte', 'ninclura', 'pas', 'de', 'hausse', 'du', 'salaire', 'minimum', 'contrairement', 'au', 'projet', 'initial', 'quil', 'a', 'pu', 'montrer', 'une', 'telle', 'assurance'] ['salaire' 'minimum' 'initial' 'assurance']",B2
"Car Joe Manchin et Kyrsten Sinema sétaient déclarés contre cette mesure précise menaçant de faire sombrer lensemble du plan daide qui ne compte pas pour linstant de soutien républicain ['Car', 'Joe', 'Manchin', 'et', 'Kyrsten', 'Sinema', 'sétaient', 'déclarés', 'contre', 'cette', 'mesure', 'précise', 'menaçant', 'de', 'faire', 'sombrer', 'lensemble', 'du', 'plan', 'daide', 'qui', 'ne', 'compte', 'pas', 'pour', 'linstant', 'de', 'soutien', 'républicain'] ['plan']",B2
"Ton direct et souvent bougon pour Joe Manchin 73 ans et discrétion médiatique contrastant avec les perruques et tenues colorées de Kyrsten Sinema 44 ans première candidate au Sénat ouvertement bisexuelle en 2018 ['Ton', 'direct', 'et', 'souvent', 'bougon', 'pour', 'Joe', 'Manchin', '73', 'ans', 'et', 'discrétion', 'médiatique', 'contrastant', 'avec', 'les', 'perruques', 'et', 'tenues', 'colorées', 'de', 'Kyrsten', 'Sinema', '44', 'ans', 'première', 'candidate', 'au', 'Sénat', 'ouvertement', 'bisexuelle', 'en', '2018'] ['direct']",B2
"Le duo na pas grand chose en commun mis à part ses positions relativement conservatrices qui lui vaut les foudres des progressistes ['Le', 'duo', 'na', 'pas', 'grand', 'chose', 'en', 'commun', 'mis', 'à', 'part', 'ses', 'positions', 'relativement', 'conservatrices', 'qui', 'lui', 'vaut', 'les', 'foudres', 'des', 'progressistes'] ['duo' 'commun' 'part']",B2
"Avec en premier lieu leur opposition à une réforme du Sénat qui permettrait dadopter toutes les lois sans passer par un premier vote requérant 60 voix ['Avec', 'en', 'premier', 'lieu', 'leur', 'opposition', 'à', 'une', 'réforme', 'du', 'Sénat', 'qui', 'permettrait', 'dadopter', 'toutes', 'les', 'lois', 'sans', 'passer', 'par', 'un', 'premier', 'vote', 'requérant', '60', 'voix'] ['opposition']",B2
"Une perspective quasi inconcevable dans un Congrès aussi divisé ['Une', 'perspective', 'quasi', 'inconcevable', 'dans', 'un', 'Congrès', 'aussi', 'divisé'] ['perspective']",B2
"Les démocrates vont être de plus en plus en colère quand ils vont voir que le Sénat tue toutes leurs priorités prévoit Larry Sabato politologue à luniversité de Virginie ['Les', 'démocrates', 'vont', 'être', 'de', 'plus', 'en', 'plus', 'en', 'colère', 'quand', 'ils', 'vont', 'voir', 'que', 'le', 'Sénat', 'tue', 'toutes', 'leurs', 'priorités', 'prévoit', 'Larry', 'Sabato', 'politologue', 'à', 'luniversité', 'de', 'Virginie'] ['plus' 'plus']",B2
"Les deux prochaines années jusquaux élections parlementaires devraient être marquées par limpasse au Congrès expliquetil à lAFP ['Les', 'deux', 'prochaines', 'années', 'jusquaux', 'élections', 'parlementaires', 'devraient', 'être', 'marquées', 'par', 'limpasse', 'au', 'Congrès', 'expliquetil', 'à', 'lAFP'] []",B2
"Mais je parie quil y aura plus de compromis que ce à quoi nous nous attendons poursuitil ['Mais', 'je', 'parie', 'quil', 'y', 'aura', 'plus', 'de', 'compromis', 'que', 'ce', 'à', 'quoi', 'nous', 'nous', 'attendons', 'poursuitil'] ['aura' 'plus']",B2
"Or les républicains veulent aussi accomplir des choses ['Or', 'les', 'républicains', 'veulent', 'aussi', 'accomplir', 'des', 'choses'] []",B2
"Car si rien de ce que les démocrates désirent ne peut passer au Sénat rien de ce que veulent les républicains ne pourra non plus être adopté à la Chambre ou au Sénat ['Car', 'si', 'rien', 'de', 'ce', 'que', 'les', 'démocrates', 'désirent', 'ne', 'peut', 'passer', 'au', 'Sénat', 'rien', 'de', 'ce', 'que', 'veulent', 'les', 'républicains', 'ne', 'pourra', 'non', 'plus', 'être', 'adopté', 'à', 'la', 'Chambre', 'ou', 'au', 'Sénat'] ['plus']",B2
"Le gouvernement italien mettra un jour et demi avant de bouger le petit doigt ['Le', 'gouvernement', 'italien', 'mettra', 'un', 'jour', 'et', 'demi', 'avant', 'de', 'bouger', 'le', 'petit', 'doigt'] []",B2
"Au programme organisez un blind test et un karaoké en classe avec les artistes francophones des années 1960 et d’aujourd’hui ['Au', 'programme', 'organisez', 'un', 'blind', 'test', 'et', 'un', 'karaoké', 'en', 'classe', 'avec', 'les', 'artistes', 'francophones', 'des', 'années', '1960', 'et', 'd’', 'aujourd’', 'hui'] ['programme' 'test' 'classe']",B2
"Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée « Cabaret des artistes » ['Nous', 'sommes', 'au', 'Théâtre', 'de', 'la', 'Jeunesse', 'à', 'Hanoï', 'pour', 'une', 'soirée', '«', 'Cabaret', 'des', 'artistes', '»'] []",B2
"Deux d’entre eux se détachent du lot  ils chantent à la perfection même s’ils ont un peu de difficultés à maitriser le français ['Deux', 'd’', 'entre', 'eux', 'se', 'détachent', 'du', 'lot', ' ', 'ils', 'chantent', 'à', 'la', 'perfection', 'même', 's’', 'ils', 'ont', 'un', 'peu', 'de', 'difficultés', 'à', 'maitriser', 'le', 'français'] ['perfection']",B2
"Il y a beaucoup de Vietnamiens même s’ils ne parlent pas le français ils aiment aussi les chansons françaises ['Il', 'y', 'a', 'beaucoup', 'de', 'Vietnamiens', 'même', 's’', 'ils', 'ne', 'parlent', 'pas', 'le', 'français', 'ils', 'aiment', 'aussi', 'les', 'chansons', 'françaises'] []",B2
"Par exemple comme mes parents ils ne parlent pas le français mais ils aiment aussi les chansons françaises ['Par', 'exemple', 'comme', 'mes', 'parents', 'ils', 'ne', 'parlent', 'pas', 'le', 'français', 'mais', 'ils', 'aiment', 'aussi', 'les', 'chansons', 'françaises'] []",B2
"En tout seize chansons interprétées sur une scène où a été reconstituée une terrasse de café parisien ['En', 'tout', 'seize', 'chansons', 'interprétées', 'sur', 'une', 'scène', 'où', 'a', 'été', 'reconstituée', 'une', 'terrasse', 'de', 'café', 'parisien'] []",B2
"Ce que je fais dans le monde plus particulièrement c’est de monter des spectacles dans la langue du pays ['Ce', 'que', 'je', 'fais', 'dans', 'le', 'monde', 'plus', 'particulièrement', 'c’', 'est', 'de', 'monter', 'des', 'spectacles', 'dans', 'la', 'langue', 'du', 'pays'] ['plus']",B2
"C’estàdire ici par exemple j’ai monté Les Fourberies de Scapin en vietnamien ['C’', 'estàdire', 'ici', 'par', 'exemple', 'j’', 'ai', 'monté', 'Les', 'Fourberies', 'de', 'Scapin', 'en', 'vietnamien'] []",B2
"Et j’ai fait des spectacles dans beaucoup de pays du monde mais en cantonais en espagnol enfin bon en arabe ['Et', 'j’', 'ai', 'fait', 'des', 'spectacles', 'dans', 'beaucoup', 'de', 'pays', 'du', 'monde', 'mais', 'en', 'cantonais', 'en', 'espagnol', 'enfin', 'bon', 'en', 'arabe'] []",B2
"Je ne conçois pas tellement le théâtre populaire avec un spectacle dans une langue qu’on ne comprend pas ['Je', 'ne', 'conçois', 'pas', 'tellement', 'le', 'théâtre', 'populaire', 'avec', 'un', 'spectacle', 'dans', 'une', 'langue', 'qu’', 'on', 'ne', 'comprend', 'pas'] ['spectacle']",B2
"Parce que si vous prenez des chansons difficiles vous n’y arriverez jamais ['Parce', 'que', 'si', 'vous', 'prenez', 'des', 'chansons', 'difficiles', 'vous', 'n’', 'y', 'arriverez', 'jamais'] []",B2
"Donc je connais bien la musique et je sais les limites des jeunes que l’on prend et qui n’ont jamais chanté ['Donc', 'je', 'connais', 'bien', 'la', 'musique', 'et', 'je', 'sais', 'les', 'limites', 'des', 'jeunes', 'que', 'l’', 'on', 'prend', 'et', 'qui', 'n’', 'ont', 'jamais', 'chanté'] []",B2
"Il faut leur faciliter la tâche quand même dans les écarts dans les rythmes ['Il', 'faut', 'leur', 'faciliter', 'la', 'tâche', 'quand', 'même', 'dans', 'les', 'écarts', 'dans', 'les', 'rythmes'] []",B2
"Dans une grande salle au design épuré ils sont une cinquantaine d’étudiants de 18 à 34 ans les yeux rivés sur leur écran d’ordinateur ['Dans', 'une', 'grande', 'salle', 'au', 'design', 'épuré', 'ils', 'sont', 'une', 'cinquantaine', 'd’', 'étudiants', 'de', '18', 'à', '34', 'ans', 'les', 'yeux', 'rivés', 'sur', 'leur', 'écran', 'd’', 'ordinateur'] []",B2
"Assise à son bureau Matina Razafimahefa la fondatrice de Sayna étudie les CV qui lui arrivent par centaines ['Assise', 'à', 'son', 'bureau', 'Matina', 'Razafimahefa', 'la', 'fondatrice', 'de', 'Sayna', 'étudie', 'les', 'CV', 'qui', 'lui', 'arrivent', 'par', 'centaines'] []",B2
"Les profils retenus seront rappelés pour participer aux entretiens et aux quarantedeux heures de concours ['Les', 'profils', 'retenus', 'seront', 'rappelés', 'pour', 'participer', 'aux', 'entretiens', 'et', 'aux', 'quarantedeux', 'heures', 'de', 'concours'] ['participer']",B2
"Aujourd’hui Madagascar c’est 700 personnes qui sortent des écoles en informatique ['Aujourd’hui', 'Madagascar', 'c’', 'est', '700', 'personnes', 'qui', 'sortent', 'des', 'écoles', 'en', 'informatique'] []",B2
"Pourtant on a environ 200 entreprises qui sont prêtes à embaucher par vingtaine trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité ['Pourtant', 'on', 'a', 'environ', '200', 'entreprises', 'qui', 'sont', 'prêtes', 'à', 'embaucher', 'par', 'vingtaine', 'trentaine', 'tous', 'les', 'ans', 'et', 'qui', 'ont', 'du', 'mal', 'à', 'recruter', 'des', 'développeurs', 'de', 'qualité'] []",B2
"Le pari que l’entreprise prend chez Sayna c’est d’avoir un impact social puisqu’en fait elle choisit intentionnellement de recruter un jeune qui vient d’un milieu précaire et donc elle s’engage à lui payer sa formation et en plus de ça à lui payer un salaire ['Le', 'pari', 'que', 'l’', 'entreprise', 'prend', 'chez', 'Sayna', 'c’', 'est', 'd’', 'avoir', 'un', 'impact', 'social', 'puisqu’', 'en', 'fait', 'elle', 'choisit', 'intentionnellement', 'de', 'recruter', 'un', 'jeune', 'qui', 'vient', 'd’', 'un', 'milieu', 'précaire', 'et', 'donc', 'elle', 's’', 'engage', 'à', 'lui', 'payer', 'sa', 'formation', 'et', 'en', 'plus', 'de', 'ça', 'à', 'lui', 'payer', 'un', 'salaire'] ['impact' 'social' 'plus' 'salaire']",B2
"Ce qui fait que le jeune passe d’un niveau de vie de moins de un euros par jour à plus de six voire sept euros par jour ['Ce', 'qui', 'fait', 'que', 'le', 'jeune', 'passe', 'd’', 'un', 'niveau', 'de', 'vie', 'de', 'moins', 'de', 'un', 'euros', 'par', 'jour', 'à', 'plus', 'de', 'six', 'voire', 'sept', 'euros', 'par', 'jour'] ['plus' 'six']",B2
"Il y a sept mois après sa formation intensive chez Sayna Cédric Maminjanahary 23 ans a intégré une banque de microfinance ['Il', 'y', 'a', 'sept', 'mois', 'après', 'sa', 'formation', 'intensive', 'chez', 'Sayna', 'Cédric', 'Maminjanahary', '23', 'ans', 'a', 'intégré', 'une', 'banque', 'de', 'microfinance'] []",B2
"Depuis toujours je rêve que en un seul clic j’apporte de la magie à la vie  ['Depuis', 'toujours', 'je', 'rêve', 'que', 'en', 'un', 'seul', 'clic', 'j’', 'apporte', 'de', 'la', 'magie', 'à', 'la', 'vie', '\xa0'] []",B2
"J’ai économisé mon argent de poche pour que chaque samedi je puisse me rendre chez un au cybercafé pour télécharger des tutos sur Internetpour le développement ['J’', 'ai', 'économisé', 'mon', 'argent', 'de', 'poche', 'pour', 'que', 'chaque', 'samedi', 'je', 'puisse', 'me', 'rendre', 'chez', 'un', 'au', 'cybercafé', 'pour', 'télécharger', 'des', 'tutos', 'sur', 'Internetpour', 'le', 'développement'] []",B2
"Le fait de passer par Sayna ça a accéléré le cours de ma vie parce que maintenant je gagne ma vie en faisant ce que j’aime le mieux au monde  ['Le', 'fait', 'de', 'passer', 'par', 'Sayna', 'ça', 'a', 'accéléré', 'le', 'cours', 'de', 'ma', 'vie', 'parce', 'que', 'maintenant', 'je', 'gagne', 'ma', 'vie', 'en', 'faisant', 'ce', 'que', 'j’', 'aime', 'le', 'mieux', 'au', 'monde', '\xa0'] []",B2
"En plus d’une formation aux langages informatiques purs Sayna impose aussi l’apprentissage d’une toute autre forme de code ['En', 'plus', 'd’', 'une', 'formation', 'aux', 'langages', 'informatiques', 'purs', 'Sayna', 'impose', 'aussi', 'l’', 'apprentissage', 'd’', 'une', 'toute', 'autre', 'forme', 'de', 'code'] ['plus' 'code']",B2
"Parallèlement on met l’accent sur le savoirvivre en entreprise parce que nous les Malgaches dans notre culture on n’a pas cette habitude de dire non ou de dire  « Je ne sais pas faire » ['Parallèlement', 'on', 'met', 'l’', 'accent', 'sur', 'le', 'savoirvivre', 'en', 'entreprise', 'parce', 'que', 'nous', 'les', 'Malgaches', 'dans', 'notre', 'culture', 'on', 'n’', 'a', 'pas', 'cette', 'habitude', 'de', 'dire', 'non', 'ou', 'de', 'dire', '\xa0 ', '«', '\xa0', 'Je', 'ne', 'sais', 'pas', 'faire', '\xa0', '»'] ['accent' 'culture']",B2
"Et pourtant c’est essentiel pour le bon fonctionnement d’une entreprise ['Et', 'pourtant', 'c’', 'est', 'essentiel', 'pour', 'le', 'bon', 'fonctionnement', 'd’', 'une', 'entreprise'] []",B2
"C’est très important surtout dans une dynamique d’innovation dans laquelle travaille typiquement une équipe de développement de voir en tant que manager que les personnes en face s’expriment indépendamment offrent leurs pistes d’amélioration sur leur travail au quotidien ['C’', 'est', 'très', 'important', 'surtout', 'dans', 'une', 'dynamique', 'd’', 'innovation', 'dans', 'laquelle', 'travaille', 'typiquement', 'une', 'équipe', 'de', 'développement', 'de', 'voir', 'en', 'tant', 'que', 'manager', 'que', 'les', 'personnes', 'en', 'face', 's’', 'expriment', 'indépendamment', 'offrent', 'leurs', 'pistes', 'd’', 'amélioration', 'sur', 'leur', 'travail', 'au', 'quotidien'] ['important' 'innovation']",B2
"Sa société a déjà embauché deux développeurs chez Sayna l’an dernier et compte bien renouveler l’expérience en 2019 ['Sa', 'société', 'a', 'déjà', 'embauché', 'deux', 'développeurs', 'chez', 'Sayna', 'l’', 'an', 'dernier', 'et', 'compte', 'bien', 'renouveler', 'l’', 'expérience', 'en', '2019'] ['expérience']",B2
"Outre les économies substantielles que permet une telle collaboration les entreprises bénéficient désormais de jeunes formés à leurs besoins spécifiques ['Outre', 'les', 'économies', 'substantielles', 'que', 'permet', 'une', 'telle', 'collaboration', 'les', 'entreprises', 'bénéficient', 'désormais', 'de', 'jeunes', 'formés', 'à', 'leurs', 'besoins', 'spécifiques'] ['collaboration']",B2
"Ça veut dire aussi que cet abrègement est lié à une certaine communautarisation de la langue ['Ça', 'veut', 'dire', 'aussi', 'que', 'cet', 'abrègement', 'est', 'lié', 'à', 'une', 'certaine', 'communautarisation', 'de', 'la', 'langue'] []",B2
"Il y a là un aspect de communautarisation de la langue cest à dire quil faut être du milieu pour comprendre ['Il', 'y', 'a', 'là', 'un', 'aspect', 'de', 'communautarisation', 'de', 'la', 'langue', 'cest', 'à', 'dire', 'quil', 'faut', 'être', 'du', 'milieu', 'pour', 'comprendre'] []",B2
"À cette époque la plupart des enfants nétaient pas gâtés comme ils le sont à lheure actuelle et ils ne recevaient quun seul cadeau donc il revêtait une importance toute particulière 
 ['À', 'cette', 'époque', 'la', 'plupart', 'des', 'enfants', 'nétaient', 'pas', 'gâtés', 'comme', 'ils', 'le', 'sont', 'à', 'lheure', 'actuelle', 'et', 'ils', 'ne', 'recevaient', 'quun', 'seul', 'cadeau', 'donc', 'il', 'revêtait', 'une', 'importance', 'toute', 'particulière', '\n'] ['importance']",C1
"À la fin de son mandat VGE est accusé davoir reçu des diamants en cadeau du président centrafricain Bokassa et sempêtre dans laffaire 
 ['À', 'la', 'fin', 'de', 'son', 'mandat', 'VGE', 'est', 'accusé', 'davoir', 'reçu', 'des', 'diamants', 'en', 'cadeau', 'du', 'président', 'centrafricain', 'Bokassa', 'et', 'sempêtre', 'dans', 'laffaire', '\n'] []",C1
"Alex Thompson est attendu dans la nuit  il se sera battu jusquau bout ['Alex', 'Thompson', 'est', 'attendu', 'dans', 'la', 'nuit', ' ', 'il', 'se', 'sera', 'battu', 'jusquau', 'bout'] []",C1
"Après diner Arthur me donnait souvent une petite friandise avant de ressortir et je massoupissais tranquillement dans mon panier
 ['Après', 'diner', 'Arthur', 'me', 'donnait', 'souvent', 'une', 'petite', 'friandise', 'avant', 'de', 'ressortir', 'et', 'je', 'massoupissais', 'tranquillement', 'dans', 'mon', 'panier', '\n'] []",C1
"Autant vous dire quà la fin de la journée je ne rêve que dune chose mon panier 
 ['Autant', 'vous', 'dire', 'quà', 'la', 'fin', 'de', 'la', 'journée', 'je', 'ne', 'rêve', 'que', 'dune', 'chose', 'mon', 'panier', '\n'] ['dune']",C1
"Ben au bout dun moment cest plus devenu le président cétait quelquun qui mangeait chez vous
 ['Ben', 'au', 'bout', 'dun', 'moment', 'cest', 'plus', 'devenu', 'le', 'président', 'cétait', 'quelquun', 'qui', 'mangeait', 'chez', 'vous', '\n'] ['moment' 'plus']",C1
"Cest quand même une drôle didée cest pas mal moins drôle 
 ['Cest', 'quand', 'même', 'une', 'drôle', 'didée', 'cest', 'pas', 'mal', 'moins', 'drôle', '\n'] []",C1
"Cétait hier aprèsmidi que les deux hommes ont viré à lentrée de la Manche avant de plonger dans un vent glacial ction les Sables dOlonne Alex Thomson est alors pointé à quatrevingtquinze milles les dés sont jetés dautant plus quAlex est épuisé par une série de problèmes techniques qui lempêchent de dormir 
 ['Cétait', 'hier', 'aprèsmidi', 'que', 'les', 'deux', 'hommes', 'ont', 'viré', 'à', 'lentrée', 'de', 'la', 'Manche', 'avant', 'de', 'plonger', 'dans', 'un', 'vent', 'glacial', 'ction', 'les', 'Sables', 'dOlonne', 'Alex', 'Thomson', 'est', 'alors', 'pointé', 'à', 'quatrevingtquinze', 'milles', 'les', 'dés', 'sont', 'jetés', 'dautant', 'plus', 'quAlex', 'est', 'épuisé', 'par', 'une', 'série', 'de', 'problèmes', 'techniques', 'qui', 'lempêchent', 'de', 'dormir', '\n'] ['glacial' 'plus' 'série']",C1
"Cétait le paradis je faisais de longues siestes tantôt sur le canapé tantôt sur le lit dArthur à la chaleur du soleil ou du radiateur selon les saisons ['Cétait', 'le', 'paradis', 'je', 'faisais', 'de', 'longues', 'siestes', 'tantôt', 'sur', 'le', 'canapé', 'tantôt', 'sur', 'le', 'lit', 'dArthur', 'à', 'la', 'chaleur', 'du', 'soleil', 'ou', 'du', 'radiateur', 'selon', 'les', 'saisons'] []",C1
"Cétait un homme de conviction qui sest battu pour défendre ses positions ['Cétait', 'un', 'homme', 'de', 'conviction', 'qui', 'sest', 'battu', 'pour', 'défendre', 'ses', 'positions'] ['conviction']",C1
"Cétait euh chaque mètre gagné cest dur et puis euh je la voulais tellement cette victoire 
 ['Cétait', 'euh', 'chaque', 'mètre', 'gagné', 'cest', 'dur', 'et', 'puis', 'euh', 'je', 'la', 'voulais', 'tellement', 'cette', 'victoire', '\n'] []",C1
"Ça avait dû coûter très cher à mes parents qui tiraient souvent le diable par la queue en ce temps daprèsguerre
 ['Ça', 'avait', 'dû', 'coûter', 'très', 'cher', 'à', 'mes', 'parents', 'qui', 'tiraient', 'souvent', 'le', 'diable', 'par', 'la', 'queue', 'en', 'ce', 'temps', 'daprèsguerre', '\n'] []",C1
"Ce cadeau me transporta instantanément dans un monde imaginaire où je passais des heures entières à jouer à la coiffeuse avec mes clients imaginaires et mes poupées et pendant longtemps je nourris le désir dêtre coiffeuse
 ['Ce', 'cadeau', 'me', 'transporta', 'instantanément', 'dans', 'un', 'monde', 'imaginaire', 'où', 'je', 'passais', 'des', 'heures', 'entières', 'à', 'jouer', 'à', 'la', 'coiffeuse', 'avec', 'mes', 'clients', 'imaginaires', 'et', 'mes', 'poupées', 'et', 'pendant', 'longtemps', 'je', 'nourris', 'le', 'désir', 'dêtre', 'coiffeuse', '\n'] ['imaginaire']",C1
"Cependant dans un coin de la pièce il y avait une énorme boîte sur laquelle jarrivais à déchiffrer les mots Salon de Coiffure
 ['Cependant', 'dans', 'un', 'coin', 'de', 'la', 'pièce', 'il', 'y', 'avait', 'une', 'énorme', 'boîte', 'sur', 'laquelle', 'jarrivais', 'à', 'déchiffrer', 'les', 'mots', 'Salon', 'de', 'Coiffure', '\n'] ['énorme']",C1
"Ces derniers ont eu la bonne idée de faire les recherches à HabsheimleBas à 200 mètres plus loin ['Ces', 'derniers', 'ont', 'eu', 'la', 'bonne', 'idée', 'de', 'faire', 'les', 'recherches', 'à', 'HabsheimleBas', 'à', '200', 'mètres', 'plus', 'loin'] ['plus']",C1
"Comme fai vu que cétait un match assez dur 
 ['Comme', 'fai', 'vu', 'que', 'cétait', 'un', 'match', 'assez', 'dur', '\n'] []",C1
"Comme tous les soirs cest moi Monsieur Stopeleu pour vous présenter le journal Alsace avec des nouvelles du HautRhin des nouvelles du BasRhin et des nouvelles aussi du bas du dos tant quon y est 
 ['Comme', 'tous', 'les', 'soirs', 'cest', 'moi', 'Monsieur', 'Stopeleu', 'pour', 'vous', 'présenter', 'le', 'journal', 'Alsace', 'avec', 'des', 'nouvelles', 'du', 'HautRhin', 'des', 'nouvelles', 'du', 'BasRhin', 'et', 'des', 'nouvelles', 'aussi', 'du', 'bas', 'du', 'dos', 'tant', 'quon', 'y', 'est', '\n'] ['présenter']",C1
"Conscient de sa popularité assez faible il renonce par la suite à briguer un nouveau mandat présidentiel
 ['Conscient', 'de', 'sa', 'popularité', 'assez', 'faible', 'il', 'renonce', 'par', 'la', 'suite', 'à', 'briguer', 'un', 'nouveau', 'mandat', 'présidentiel', '\n'] []",C1
"Contre lavis de tous il utilise la mise en scène dune conversation avec sa fille comme affiche de campagne
 ['Contre', 'lavis', 'de', 'tous', 'il', 'utilise', 'la', 'mise', 'en', 'scène', 'dune', 'conversation', 'avec', 'sa', 'fille', 'comme', 'affiche', 'de', 'campagne', '\n'] ['dune' 'conversation']",C1
"Dans les années 1990 Valéry Giscard dEstaing sengage pour lEurope mais en 2005 son projet de Constitution européenne est rejeté en France par référendum Le non lemporte largement
 ['Dans', 'les', 'années', '1990', 'Valéry', 'Giscard', 'dEstaing', 'sengage', 'pour', 'lEurope', 'mais', 'en', '2005', 'son', 'projet', 'de', 'Constitution', 'européenne', 'est', 'rejeté', 'en', 'France', 'par', 'référendum', 'Le', 'non', 'lemporte', 'largement', '\n'] []",C1
"Depuis son départ de lÉlysée il était membre de droit du Conseil Constitutionnel 
 ['Depuis', 'son', 'départ', 'de', 'lÉlysée', 'il', 'était', 'membre', 'de', 'droit', 'du', 'Conseil', 'Constitutionnel', '\n'] []",C1
"Donc au Québec on parle français un point cest toute 
 ['Donc', 'au', 'Québec', 'on', 'parle', 'français', 'un', 'point', 'cest', 'toute', '\n'] []",C1
"Du coup je suis obligée de crier pour leur dire bonjour de lautre côté de la rue ['Du', 'coup', 'je', 'suis', 'obligée', 'de', 'crier', 'pour', 'leur', 'dire', 'bonjour', 'de', 'lautre', 'côté', 'de', 'la', 'rue'] []",C1
"Elle boit de leau elle a chaud cest vrai quil fait chaud ['Elle', 'boit', 'de', 'leau', 'elle', 'a', 'chaud', 'cest', 'vrai', 'quil', 'fait', 'chaud'] []",C1
"Elle est belle cette victoire pour ce skipper de trenteneuf ans 
 ['Elle', 'est', 'belle', 'cette', 'victoire', 'pour', 'ce', 'skipper', 'de', 'trenteneuf', 'ans', '\n'] []",C1
"Elle me touche la main ça veut dire quil faut que je lui touche les seins ['Elle', 'me', 'touche', 'la', 'main', 'ça', 'veut', 'dire', 'quil', 'faut', 'que', 'je', 'lui', 'touche', 'les', 'seins'] []",C1
"Elle se cure le nez ça veut dire quelle est đégueu ['Elle', 'se', 'cure', 'le', 'nez', 'ça', 'veut', 'dire', 'quelle', 'est', 'đégueu'] []",C1
"Elle se ronge les ongles ça veut dire quelle est anxieuse ['Elle', 'se', 'ronge', 'les', 'ongles', 'ça', 'veut', 'dire', 'quelle', 'est', 'anxieuse'] []",C1
"Elle se touche les cheveux un classique elle me désire ['Elle', 'se', 'touche', 'les', 'cheveux', 'un', 'classique', 'elle', 'me', 'désire'] []",C1
"En effet bien que je naie Jamais vu autant dhumains et leurs chiens dans les rues on ne sarrête plus pour bavarder et on est trop loin les uns des autres de toute façon
 ['En', 'effet', 'bien', 'que', 'je', 'naie', 'Jamais', 'vu', 'autant', 'dhumains', 'et', 'leurs', 'chiens', 'dans', 'les', 'rues', 'on', 'ne', 'sarrête', 'plus', 'pour', 'bavarder', 'et', 'on', 'est', 'trop', 'loin', 'les', 'uns', 'des', 'autres', 'de', 'toute', 'façon', '\n'] ['plus']",C1
"En effet Monsieur Helmut Kohl donne priorité aux Allemands de lEst hein 
 ['En', 'effet', 'Monsieur', 'Helmut', 'Kohl', 'donne', 'priorité', 'aux', 'Allemands', 'de', 'lEst', 'hein', '\n'] []",C1
"Ensuite nous sortions pour notre promenade au parc où nous retrouvions quelques amis ['Ensuite', 'nous', 'sortions', 'pour', 'notre', 'promenade', 'au', 'parc', 'où', 'nous', 'retrouvions', 'quelques', 'amis'] ['promenade' 'parc']",C1
"Et après ça javais lappartement rien quà moi ['Et', 'après', 'ça', 'javais', 'lappartement', 'rien', 'quà', 'moi'] []",C1
"Et en 1969 il ouvre la porte de sortie au Général de Gaulle en refusant dappeler à soutenir son référendum
 ['Et', 'en', '1969', 'il', 'ouvre', 'la', 'porte', 'de', 'sortie', 'au', 'Général', 'de', 'Gaulle', 'en', 'refusant', 'dappeler', 'à', 'soutenir', 'son', 'référendum', '\n'] []",C1
"Et je ne vous ai pas encore parlé des promenades ['Et', 'je', 'ne', 'vous', 'ai', 'pas', 'encore', 'parlé', 'des', 'promenades'] []",C1
